ASV,Davenport_02_0008,Davenport_06_0008,Davenport_11_0008,Davenport_15_0008,Davenport_19_0008,Framstrait_01_0008,Framstrait_05_0008,Framstrait_09_0008,Framstrait_13_0008,Framstrait_17_0008,Bedford_01_0049,Bedford_07_0049,Bedford_13_0049,Bedford_19_0049,Bedford_25_0049,blank_01_0049,bloomMock_01_0049,bloomMock_02_0049,bloomMock_03_0049,bloomMock_04_0049,bloomMock_05_0049,Davenport_02_0049,Davenport_06_0049,Davenport_11_0049,Davenport_15_0049,Davenport_19_0049,evenMock_01_0049,evenMock_02_0049,evenMock_03_0049,evenMock_04_0049,evenMock_05_0049,evenMock_A_0049,evenMock_B_0049,evenMock_C_0049,evenMock_D_0049,evenMock_E_0049,evenMock_F_0049,evenMock_G_0049,evenMock_H_0049,Framstrait_01_0049,Framstrait_05_0049,Framstrait_09_0049,Framstrait_13_0049,Framstrait_17_0049,LaJolla_03_0049,LaJolla_09_0049,LaJolla_15_0049,LaJolla_21_0049,LaJolla_27_0049,Plymouth_06_0049,Plymouth_13_0049,Plymouth_19_0049,Plymouth_29_0049,Plymouth_30_0049,cj-BMk13,cj-BMk15,cj-BMk17,cj-BMk21,cj-BMk25,cj-DAL03,cj-DAL09,cj-DAL15,cj-DAL21,cj-DAL27,cj-EMk03,cj-EMk08,cj-EMk09,cj-EMk15,cj-EMk17,cj-MBA03,cj-MBA07,cj-MBA12,cj-MBA16,cj-MBA20,cj-NOAA07,cj-NOAA13,cj-NOAA18,cj-NOAA24,cj-NOAA30,cj-ROS01,cj-ROS05,cj-ROS09,cj-ROS13,cj-ROS17,cj-SOC05,cj-SOC12,cj-SOC18,cj-SOC24,cj-SOC28,CN18Sc37_12_Rep_Stdy5_AO,CN18Sc37_12_Rep_Stdy10_AO,CN18Sc37_12_Rep_Stdy14_AO,CN18Sc37_12_Rep_Stdy18_AO,CN18Sc37_12_Rep_Stdy22_AO,NOAA11_AO,NOAA14_AO,NOAA20_AO,AWIMOCKBLOOM7_AO,AWIMOCKBLOOM8_AO,AWIMOCKBLOOM16_AO,AWIMOCKBLOOM18_AO,AWIMOCKBLOOM28_AO,NOC2_AO,NOC9_AO,NOC12_AO,NOC31_AO,NOC51_AO,UDalhousie2_AO,UDalhousie8_AO,UDalhousie14_AO,UDalhousie20_AO,UDalhousie26_AO,AWIMOCKEVEN1_AO,AWIMOCKEVEN2_AO,AWIMOCKEVEN3_AO,AWIMOCKEVEN4_AO,AWIMOCKEVEN5_AO
ASV_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,440.0,407.0,359.0,296.0,548.0,385.0,483.0,8483.0,6874.0,8018.0,8869.0,7348.0,1511.0,993.0,1713.0,915.0,1375.0,663.0,1219.0,1109.0,750.0,900.0,1745.0,1832.0,1696.0,1793.0,1939.0
ASV_32,41.0,44.0,47.0,306.0,535.0,257.0,265.0,201.0,623.0,838.0,1156.0,14597.0,10544.0,5051.0,8878.0,0.0,5.0,12.0,0.0,0.0,0.0,111.0,155.0,74.0,337.0,558.0,2.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,203.0,231.0,895.0,1038.0,1438.0,43.0,5.0,198.0,2320.0,540.0,714.0,640.0,981.0,924.0,5606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,7.0,12.0,20.0,29.0,6566.0,4700.0,5936.0,6028.0,5398.0,4.0,1.0,6.0,8.0,8.0,7.0,8.0,5.0,3.0,16.0,5823.0,6008.0,3518.0,6223.0,6648.0
ASV_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11080.0,11583.0,11988.0,10976.0,7834.0,188.0,104.0,61.0,129.0,152.0,480.0,423.0,514.0,5.0,661.0,3.0,9.0,0.0,10.0,14.0,12.0,10.0,8.0,5.0,0.0,4.0,4.0,4.0,0.0,6.0,12.0,24.0,18.0,12.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_35,411.0,365.0,46.0,2698.0,7.0,0.0,0.0,0.0,0.0,0.0,705.0,10578.0,8847.0,9957.0,13095.0,2.0,0.0,1.0,0.0,0.0,2.0,1487.0,1482.0,96.0,2559.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,42.0,584.0,1784.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7733.0,23115.0,8108.0,2536.0,11421.0,1.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_37,0.0,20.0,6676.0,12951.0,1554.0,26.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,7.0,88.0,14899.0,12196.0,1501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,48.0,3.0,2.0,11.0,36.0,5.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_38,733.0,998.0,1024.0,2650.0,2917.0,1520.0,1690.0,487.0,983.0,708.0,675.0,1045.0,1083.0,680.0,1030.0,0.0,1.0,37.0,1.0,0.0,2.0,3097.0,3335.0,2245.0,3384.0,3237.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,1686.0,2781.0,2212.0,1935.0,1586.0,618.0,1218.0,697.0,506.0,694.0,269.0,523.0,333.0,563.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,6.0,2.0,12.0,774.0,3863.0,4427.0,3776.0,2862.0,4125.0,12.0,1.0,2.0,21.0,20.0,5977.0,5339.0,4519.0,6182.0,5368.0,213.0,104.0,118.0,111.0,65.0,78.0,114.0,72.0,6.0,3.0,0.0,3.0,5.0,66.0,108.0,38.0,32.0,23.0,16.0,65.0,37.0,32.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,8.0,1.0,12.0,1277.0,3375.0,3791.0,3308.0,2223.0,3859.0,13.0,7.0,3.0,30.0,36.0,6702.0,5830.0,5076.0,6691.0,6083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,39.0,22.0,13.0,11.0,3.0,21.0,66.0,23.0,43.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14814.0,4955.0,7945.0,6514.0,10054.0,463.0,357.0,195.0,0.0,0.0,1.0,1.0,2.0,390.0,318.0,488.0,305.0,359.0,2.0,7.0,7.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0
ASV_42,0.0,1.0,1.0,1.0,1.0,13.0,9.0,5.0,4.0,5.0,422.0,290.0,170.0,152.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,10.0,15.0,14.0,16.0,2539.0,3650.0,973.0,1707.0,3212.0,6722.0,7274.0,5653.0,6332.0,6378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3848.0,3376.0,4021.0,4644.0,4425.0,1.0,2.0,8.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,4657.0,4255.0,4813.0,4692.0,5077.0
ASV_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,6933.0,5136.0,12268.0,18198.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,19967.0,8748.0,3318.0,2456.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,476.0,784.0,682.0,738.0,1.0,0.0,0.0,5.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_46,0.0,10.0,1.0,6.0,3.0,3706.0,4328.0,1188.0,2417.0,2109.0,19.0,52.0,36.0,8.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,10.0,9.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,5289.0,4917.0,4639.0,4851.0,4191.0,1.0,1.0,47.0,0.0,0.0,243.0,615.0,238.0,579.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,31.0,10.0,18.0,11.0,17.0,37.0,75.0,664.0,493.0,609.0,849.0,725.0,1979.0,1102.0,1847.0,537.0,1331.0,336.0,415.0,250.0,213.0,308.0,5309.0,5986.0,5473.0,4933.0,5938.0
ASV_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3684.0,2796.0,3334.0,4047.0,3350.0,0.0,1.0,6.0,3.0,5.0,4.0,2.0,2.0,0.0,5.0,3813.0,4702.0,4393.0,4274.0,4261.0
ASV_49,1882.0,1773.0,2218.0,2436.0,5362.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,15.0,6.0,3.0,0.0,0.0,58.0,0.0,0.0,0.0,6544.0,5783.0,4666.0,2508.0,4822.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,51.0,24.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,146.0,131.0,137.0,176.0,283.0,8720.0,9357.0,5971.0,7230.0,5736.0,0.0,2.0,1.0,5.0,5.0
ASV_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,9.0,4.0,6.0,951.0,2946.0,3110.0,2677.0,2059.0,3333.0,11.0,4.0,4.0,12.0,24.0,4543.0,4601.0,3673.0,5279.0,4148.0,0.0,12.0,7.0,10.0,8.0,15.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,21.0,14.0,14.0,5.0,2.0,13.0,52.0,27.0,31.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.0,6643.0,6312.0,6181.0,4398.0,26.0,20.0,41.0,24.0,36.0,1322.0,1352.0,1528.0,1767.0,1634.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,63.0,54.0,10.0,7.0,8.0,32.0,13.0,7.0,6.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_53,1.0,2.0,0.0,1.0,1.0,10.0,7.0,2.0,8.0,3.0,876.0,532.0,455.0,387.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,3.0,7.0,9.0,3660.0,6112.0,1383.0,2621.0,5157.0,3140.0,3347.0,2936.0,3006.0,2848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,5.0,4.0,14.0,799.0,1107.0,1195.0,1214.0,846.0,1183.0,9.0,7.0,5.0,14.0,24.0,6348.0,6035.0,4890.0,7117.0,5717.0,40.0,14.0,7.0,12.0,16.0,11.0,20.0,0.0,4.0,0.0,0.0,1.0,1.0,34.0,10.0,17.0,9.0,59.0,13.0,59.0,28.0,41.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.0,5041.0,10288.0,8861.0,7109.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0
ASV_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,2.0,5.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,53.0,37.0,48.0,35.0,52.0,6296.0,8764.0,6962.0,5877.0,6806.0,4.0,4.0,4.0,3.0,5.0
ASV_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9437.0,3942.0,7330.0,5120.0,4816.0,42.0,6.0,4.0,1.0,0.0,0.0,4.0,0.0,205.0,122.0,4.0,907.0,94.0,561.0,34.0,498.0,510.0,363.0,15.0,12.0,15.0,5.0,11.0
ASV_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3596.0,17102.0,3263.0,8030.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_59,2.0,4.0,2.0,10.0,2.0,197.0,187.0,74.0,186.0,157.0,456.0,343.0,192.0,133.0,351.0,2.0,2.0,2.0,1.0,1.0,0.0,11.0,9.0,6.0,9.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,257.0,196.0,291.0,361.0,344.0,664.0,674.0,227.0,267.0,416.0,3803.0,4697.0,4329.0,5622.0,4801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_60,4.0,2.0,1.0,3.0,2.0,13.0,3.0,4.0,4.0,5.0,4288.0,2169.0,1956.0,1624.0,2023.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,2.0,3.0,10.0,1677.0,2264.0,877.0,1630.0,2156.0,1868.0,1635.0,1714.0,1582.0,1654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_61,4.0,12.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,1804.0,10654.0,7212.0,3001.0,3031.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0,29.0,2.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,129.0,842.0,1143.0,514.0,1.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_62,1.0,0.0,2.0,5.0,10.0,2767.0,2481.0,740.0,1925.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,12.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3079.0,4009.0,3409.0,3520.0,4164.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,33.0,20.0,20.0,35.0,635.0,2267.0,2527.0,2286.0,1677.0,2585.0,5.0,2.0,0.0,7.0,16.0,3066.0,3280.0,2748.0,3752.0,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,5.0,4.0,3.0,1.0,10.0,13.0,22.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_64,513.0,452.0,672.0,1238.0,1867.0,159.0,141.0,41.0,117.0,89.0,1389.0,1216.0,1531.0,714.0,906.0,0.0,0.0,33.0,1.0,0.0,1.0,2289.0,1669.0,1678.0,1687.0,2177.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,153.0,204.0,187.0,268.0,165.0,429.0,527.0,526.0,462.0,338.0,523.0,822.0,653.0,631.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,57.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1713.0,5254.0,725.0,11381.0,8049.0,4.0,3.0,4.0,4.0,1.0
ASV_66,1070.0,1136.0,1397.0,1321.0,3046.0,2.0,2.0,3.0,3.0,6.0,68.0,38.0,41.0,36.0,27.0,0.0,1.0,35.0,0.0,0.0,0.0,4245.0,4084.0,3683.0,1427.0,3709.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,7.0,3.0,8.0,1.0,292.0,511.0,256.0,244.0,339.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_67,649.0,520.0,1427.0,745.0,808.0,1359.0,1583.0,315.0,491.0,669.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2636.0,1396.0,2721.0,1204.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1526.0,2441.0,1742.0,1071.0,1571.0,301.0,165.0,219.0,212.0,318.0,0.0,8.0,55.0,44.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_68,73.0,136.0,134.0,147.0,207.0,1.0,1.0,0.0,2.0,2.0,109.0,58.0,64.0,53.0,47.0,1.0,0.0,4.0,0.0,0.0,0.0,331.0,478.0,333.0,178.0,268.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,3392.0,5714.0,3517.0,2278.0,3851.0,925.0,843.0,1132.0,1151.0,1346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,3.0,0.0,26.0,5.0,20208.0,4247.0,2088.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0
ASV_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,16579.0,9178.0,7.0,3.0,9.0,8.0,11.0,50.0,79.0,28.0,61.0,45.0,8.0,5.0,14.0,14.0,12.0,0.0,2.0,10.0,3.0,7.0,60.0,55.0,85.0,103.0,84.0
ASV_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,7.0,1.0,11.0,906.0,717.0,698.0,691.0,515.0,822.0,7.0,6.0,6.0,18.0,15.0,4086.0,4278.0,3250.0,4716.0,3976.0,387.0,219.0,217.0,213.0,171.0,182.0,205.0,147.0,1.0,3.0,0.0,0.0,0.0,28.0,16.0,8.0,3.0,2.0,12.0,38.0,15.0,27.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942.0,5087.0,4568.0,3661.0,5692.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,43.0,87.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_73,845.0,630.0,1624.0,3387.0,3487.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,2.0,0.0,1.0,2946.0,1900.0,3394.0,3659.0,3952.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,31.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_74,10.0,5.0,2.0,7.0,4.0,18.0,18.0,6.0,3.0,21.0,16.0,17.0,7.0,1.0,9.0,711.0,607.0,680.0,785.0,547.0,842.0,21.0,9.0,7.0,14.0,24.0,4330.0,4204.0,3245.0,4702.0,4480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,19.0,15.0,16.0,12.0,79.0,79.0,28.0,45.0,71.0,9.0,29.0,19.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_75,1.0,0.0,0.0,2.0,5.0,2346.0,2084.0,668.0,1668.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2627.0,3404.0,2925.0,3013.0,3610.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASV_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,2022.0,1874.0,2085.0,2480.0,2307.0,9.0,5.0,4.0,0.0,1.0,4.0,6.0,4.0,4.0,8.0,2511.0,2465.0,2514.0,2349.0,2628.0
ASV_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,81.0,52.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.0,3897.0,5191.0,4372.0,4461.0,3.0,13.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
