ASV,domain,supergroup,division,subdivision,class,order,family,genus,species,domain_boot,supergroup_boot,division_boot,subdivision_boot,class_boot,order_boot,family_boot,genus_boot,species_boot
ASV_7209,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,,,,,100,100,100,100,70,40,40,40,40
ASV_7210,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,,,100,100,100,100,100,100,92,48,48
ASV_7211,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Hemistasiidae,Hemistasia,Hemistasia_phaeocysticola,99,87,87,87,77,77,77,74,74
ASV_7212,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,98,81,81,70,11,11,11,11,11
ASV_7213,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,,100,100,100,100,100,81,81,81,40
ASV_7214,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.,100,96,96,96,94,94,93,93,93
ASV_7215,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_rex,100,80,80,80,80,79,79,79,79
ASV_7216,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,100,100,100,100,100,94,94,72,72
ASV_7217,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_setoense,100,78,78,78,78,78,78,78,55
ASV_7218,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,15,15,15,15
ASV_7220,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pterospermaceae,Pterosperma,,100,74,71,71,71,71,65,65,38
ASV_7221,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,100,99,99,97,97,97,83,83,83
ASV_7222,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,90,90,84,80,16,3,3,3
ASV_7223,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,75,72,65,50
ASV_7224,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Euduboscquella,,100,91,91,75,68,68,68,56,24
ASV_7225,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,100,100,66,33
ASV_7226,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,,,,98,80,80,70,68,65,38,38,33
ASV_7227,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.,100,86,86,84,78,78,77,77,77
ASV_7228,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyta_XX,Chlorophyta_XXX,Chlorophyta_XXXX,Chlorophyta_XXXXX,Chlorophyta_XXXXX_sp.,100,100,100,100,74,74,74,74,74
ASV_7229,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-8,Dino-Group-I-Clade-8_X,Dino-Group-I-Clade-8_X_sp.,100,99,99,98,98,98,98,98,98
ASV_7230,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7231,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3I,MAST-3I_sp.,98,85,84,78,74,74,74,74,74
ASV_7232,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,98,98,98,86,73,73,73
ASV_7233,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum,100,100,100,100,100,95,95,94,80
ASV_7234,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,,,,,100,97,96,95,67,11,11,8,8
ASV_7235,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,,96,72,72,67,51,50,14,14,14
ASV_7236,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.,100,98,98,98,85,80,80,80,80
ASV_7237,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,100,95,95,95,95,65,61,49,36
ASV_7238,Eukaryota,,,,,,,,,78,17,13,10,10,10,10,10,10
ASV_7239,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella_acuminata,100,100,100,100,100,80,65,58,58
ASV_7240,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_socialis,100,100,100,100,100,100,100,100,87
ASV_7241,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_heterogrammum,100,100,100,100,100,83,81,79,77
ASV_7242,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,91,35,15,8,6
ASV_7243,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,,,100,100,100,100,100,74,53,38,25
ASV_7244,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_heterogrammum,100,100,100,100,96,93,93,89,88
ASV_7245,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.,100,100,100,100,100,100,60,60,60
ASV_7246,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum,100,100,100,100,100,95,95,91,66
ASV_7247,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,15,15,15,15
ASV_7248,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_hispida,100,100,100,100,100,89,87,87,72
ASV_7249,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,,100,77,77,77,77,68,68,68,37
ASV_7250,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,,100,100,100,100,100,62,62,51,50
ASV_7251,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,,100,100,100,100,100,100,100,100,42
ASV_7252,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_oceanica,100,100,100,100,100,96,88,69,64
ASV_7253,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,Staurosiraceae,Plagiostriata,Plagiostriata_goreensis,100,100,100,100,100,83,83,83,83
ASV_7254,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax_membranaceae,100,100,100,100,100,100,100,77,76
ASV_7255,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum,100,100,100,100,100,85,85,82,67
ASV_7256,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae,100,88,88,88,86,86,86,86,82
ASV_7257,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,100,100,100,100,100,52,52,52,52
ASV_7258,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,95,86,57,26
ASV_7260,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.,100,100,100,100,100,100,100,55,55
ASV_7262,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_antarctica,100,100,100,100,99,99,99,97,89
ASV_7263,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,100,86,84,84,84,84,84,58,58
ASV_7264,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,100,100,100,100,100,64,61,41,41
ASV_7265,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium_chlorophorum,100,100,100,100,100,91,88,78,58
ASV_7266,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,81,81,68,49
ASV_7267,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,,100,100,100,99,85,43,42,42,42
ASV_7268,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,89,85,63,31
ASV_7269,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Spiniferites,Spiniferites_ramosus,100,100,100,100,75,74,74,72,72
ASV_7270,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,64,63,60,42
ASV_7271,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.,100,99,99,99,84,81,65,65,65
ASV_7272,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis_litoralis,96,92,92,92,92,85,85,78,78
ASV_7273,Eukaryota,TSAR,Alveolata,,,,,,,98,76,62,45,12,12,12,12,11
ASV_7274,Eukaryota,,,,,,,,,96,32,26,6,3,3,3,3,3
ASV_7275,Eukaryota,TSAR,Alveolata,,,,,,,99,68,67,13,13,13,12,12,8
ASV_7276,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_7277,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,,100,99,99,98,85,82,22,22,22
ASV_7278,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_7279,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_spirale,100,100,100,100,100,97,97,97,53
ASV_7280,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7281,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7282,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,100,100,100,100,100,90,90,90,90
ASV_7283,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,,,,100,100,100,100,97,86,34,22,22
ASV_7284,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,100,100,100,100,100,70,70,70,35
ASV_7285,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,93,93,93,89
ASV_7286,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,,,,,97,84,84,66,53,19,19,0,0
ASV_7287,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Plasmodiophorida,Plasmodiophorida_X,Plasmodiophorida_XX,Plasmodiophorida_XX_sp.,100,69,67,66,66,66,66,66,66
ASV_7288,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,99,89,88,58,48,18,14,11,11
ASV_7289,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,98,69,69,60,39,14,13,0,0
ASV_7290,Eukaryota,TSAR,Stramenopiles,,,,,,,94,65,54,47,4,4,4,4,1
ASV_7291,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,,100,90,86,85,29,29,29,29,17
ASV_7292,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,40,31,31,29
ASV_7293,Eukaryota,,,,,,,,,96,48,44,44,23,23,4,4,4
ASV_7294,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,,100,67,67,67,66,58,36,36,36
ASV_7295,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,91,91,91
ASV_7296,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Tulasnella,Tulasnella_violea,100,100,100,100,100,100,100,59,59
ASV_7297,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,100,71,71,68,29,24,21,10,10
ASV_7298,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Diplophrydaceae,Diplophrys,Diplophrys_sp.,98,87,86,83,83,83,83,83,83
ASV_7299,,,,,,,,,,32,28,27,27,25,24,24,24,24
ASV_7300,Eukaryota,TSAR,Alveolata,,,,,,,93,55,53,41,39,30,3,3,1
ASV_7301,Eukaryota,,,,,,,,,90,10,4,4,4,4,4,0,0
ASV_7302,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,100,100,100,100,100,98,98,98,41
ASV_7303,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,100,95,95,88,19,8,4,3,3
ASV_7304,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Alatospora,Alatospora_acuminata,100,100,100,100,100,100,100,100,100
ASV_7305,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Stenosemellidae,Stenosemella,Stenosemella_pacifica,100,100,100,100,100,90,90,71,71
ASV_7306,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,,100,100,100,100,100,67,59,56,19
ASV_7307,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,100,100,100,100,100,99,97,20,16
ASV_7308,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,74,74,72,72,23,10,10,5
ASV_7309,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,100,100,100,100,100,76,76,76,13
ASV_7310,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,,,,100,100,51,51,51,51,50,50,50
ASV_7311,,,,,,,,,,13,7,7,7,7,4,4,2,2
ASV_7312,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_caudispina,100,88,88,88,88,88,88,85,85
ASV_7313,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,,,,,100,100,100,100,100,21,21,21,21
ASV_7314,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,92,91,90,67,30,12,12,12
ASV_7315,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,100,100,100,100,100,67,67,67,32
ASV_7316,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_rotalis,100,100,100,100,100,90,88,88,72
ASV_7317,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,100,95,95,94,48,36,28,28,5
ASV_7318,Eukaryota,,,,,,,,,65,23,23,5,3,3,3,3,3
ASV_7319,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,,,99,99,99,84,79,79,58,15,15
ASV_7320,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.,100,100,100,100,100,100,100,97,91
ASV_7321,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,100,100,100,100,100,69,69,69,20
ASV_7322,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,22,22,22,22
ASV_7323,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,96,65,61,55,53,53,53,53,53
ASV_7324,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,100,100,100,100
ASV_7325,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Dicrateria,Dicrateria_rotunda,100,100,100,100,100,94,93,81,70
ASV_7326,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,Dactyliosolen_blavyanus,100,100,100,100,91,91,91,91,91
ASV_7327,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus,Arcocellulus_mammifer,100,100,100,72,72,71,71,62,59
ASV_7328,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,98,71,65,58,27,26,16,16,16
ASV_7329,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Syracosphaerales,Syracosphaerales_X,Syracosphaerales_XX,Syracosphaerales_XX_sp.,100,100,100,100,100,80,80,80,80
ASV_7330,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,89,89,89,88
ASV_7331,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_parvum,100,100,100,100,100,100,96,96,84
ASV_7332,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas-lineage_X,Cryothecomonas-lineage_X_sp.,100,100,100,100,100,100,93,88,88
ASV_7333,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,49,49,49,49
ASV_7334,Eukaryota,,,,,,,,,93,38,36,24,24,14,3,3,3
ASV_7335,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,100,100,100,100,100,62,56,33,17
ASV_7336,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.,100,100,100,100,100,73,73,73,73
ASV_7337,Eukaryota,,,,,,,,,95,45,43,43,11,11,9,9,9
ASV_7338,Eukaryota,,,,,,,,,95,43,35,34,34,17,9,6,4
ASV_7339,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,99,95,95,86,39,31,18,18,18
ASV_7340,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,37,37,37,37
ASV_7341,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Chlamydophryidae,Trachyrhizium,Trachyrhizium_urniformis,100,98,98,98,98,98,98,98,98
ASV_7343,Eukaryota,,,,,,,,,99,50,48,39,24,14,13,7,7
ASV_7344,Eukaryota,TSAR,Alveolata,,,,,,,100,61,57,42,40,38,28,28,28
ASV_7345,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_caudispina,100,100,100,94,94,94,94,90,90
ASV_7346,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7347,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,43,43,43,43
ASV_7348,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7349,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,60,32,32,32,32
ASV_7350,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,,,,100,100,100,100,98,96,49,48,48
ASV_7351,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,100,99,99,96,21,18,13,13,13
ASV_7352,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,,100,96,96,95,64,57,27,27,27
ASV_7353,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Dicrateria,,100,100,100,100,100,98,77,62,47
ASV_7354,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium_neptuni,100,100,100,100,100,91,91,91,78
ASV_7355,Eukaryota,,,,,,,,,91,28,12,8,4,3,3,3,3
ASV_7356,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulomycetes_LAB14,Labyrinthulomycetes_LAB14_X,Labyrinthulomycetes_LAB14_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7357,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3J,MAST-3J_sp.,100,100,100,100,100,100,100,100,100
ASV_7358,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.,100,100,100,100,100,100,100,100,100
ASV_7359,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,100,100,100,100,86,84,84,84,5
ASV_7360,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.,100,100,100,100,100,82,82,82,79
ASV_7361,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,100,100,100,61,60,60,60,60,60
ASV_7362,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,92,92,92,49
ASV_7363,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1B,MAST-1B_sp.,100,100,100,100,75,75,75,75,75
ASV_7364,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_setoense,100,100,100,100,100,100,100,100,56
ASV_7365,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis_litoralis,100,100,100,100,100,97,97,81,80
ASV_7366,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,,,,100,74,74,74,74,69,48,46,41
ASV_7367,Eukaryota,,,,,,,,,95,31,10,10,10,10,9,9,7
ASV_7368,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,,100,100,100,100,100,99,99,99,43
ASV_7370,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,,,,,96,82,80,80,55,26,26,26,26
ASV_7371,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Rhabdonellidae,Schmidingerella,Schmidingerella_arcuata,100,100,100,100,100,100,89,77,77
ASV_7372,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,,,,,100,88,88,85,69,35,35,1,1
ASV_7373,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,100,100,100,100,100,100,99,98,98
ASV_7374,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,,,,,100,100,100,100,100,40,37,37,37
ASV_7375,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,83,82,80,41
ASV_7376,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_caudispina,100,100,100,94,94,94,94,90,90
