ASV,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_438,Eukaryota,,,,,,,
ASV_608,Eukaryota,,,,,,,
ASV_3116,Eukaryota,,,,,,,
ASV_4816,Eukaryota,,,,,,,
ASV_8255,Eukaryota,,Haptophyta,unknown,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_457,Eukaryota,,Bacillariophyta,Mediophyceae,,,,
ASV_5905,,,,,,,,
ASV_1646,,,,,,,,
ASV_10202,Eukaryota,,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,
ASV_9592,Eukaryota,,,,,,,
ASV_5907,Eukaryota,,Haptophyta,,,,,
ASV_5898,Eukaryota,,Haptophyta,,,,,
ASV_5120,Eukaryota,,,,,,,
ASV_8276,Eukaryota,,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,
ASV_2345,Eukaryota,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neochondria,Neochondria nidifica
ASV_6275,Eukaryota,,Bacillariophyta,Bacillariophyceae,,,,
ASV_9864,Eukaryota,,Haptophyta,,,,,
ASV_4731,Eukaryota,,Haptophyta,unknown,Prymnesiales,,,
ASV_1793,Eukaryota,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_3096,Eukaryota,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_9786,Eukaryota,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_7141,Eukaryota,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_852,Eukaryota,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_1391,Eukaryota,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_1530,Eukaryota,,,,,,,
ASV_1854,Eukaryota,,,,,,,
ASV_277,Eukaryota,,Haptophyta,unknown,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. NIES-1333
ASV_8375,Eukaryota,,unknown,Cryptophyceae,unknown,unknown,unknown,Cryptophyta sp. CR-MAL03
ASV_6125,Eukaryota,Viridiplantae,Chlorophyta,Mamiellophyceae,,,,
ASV_2142,Eukaryota,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_8259,,,,,,,,
ASV_2654,Eukaryota,,Ciliophora,,,,,
ASV_5788,Eukaryota,,Ciliophora,,,,,
ASV_4960,Eukaryota,,Ciliophora,,,,,
ASV_7208,Eukaryota,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,Askenasia sp. LWW2010032604
ASV_7765,Eukaryota,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,Askenasia sp. LWW2010032604
ASV_5909,Eukaryota,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_1006,Eukaryota,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_4752,Eukaryota,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_10184,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_9471,,,,,,,,
ASV_7176,,,,,,,,
ASV_9803,,,,,,,,
ASV_2870,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_9862,,,,,,,,
ASV_7060,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis caliculata
ASV_602,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_1226,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_2708,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_9431,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_4037,Eukaryota,,,,,,,
ASV_7380,Eukaryota,,,,,,,
ASV_1074,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_3591,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_2738,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_4057,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_5176,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_4961,Eukaryota,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_1522,Eukaryota,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_1692,Eukaryota,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_146,Eukaryota,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_7048,Eukaryota,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_1339,Eukaryota,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_1221,Eukaryota,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KB-CR05
ASV_4808,Eukaryota,,Endomyxa,unknown,Vampyrellida,,,
ASV_1109,Eukaryota,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_4623,Eukaryota,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_6489,Eukaryota,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_9801,,,,,,,,
ASV_5183,,,,,,,,
ASV_6720,,,,,,,,
ASV_9708,Eukaryota,,Endomyxa,unknown,Vampyrellida,Vampyrellidae,,
ASV_8170,Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,,
ASV_3433,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6122,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3987,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_1192,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_4546,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_4954,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1287,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_7153,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_5494,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_410,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_1020,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_6060,Eukaryota,,,,,,,
ASV_414,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_597,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_182,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_743,Eukaryota,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_504,Eukaryota,,,,,,,
ASV_563,Eukaryota,,,,,,,
ASV_804,,,,,,,,
ASV_2762,Eukaryota,,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11011
ASV_6454,Eukaryota,,Endomyxa,unknown,Vampyrellida,Vampyrellidae,,
ASV_8271,Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,,
ASV_513,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_757,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_4450,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_5644,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_9756,,,,,,,,
ASV_5559,,,,,,,,
ASV_9935,,,,,,,,
ASV_10165,Eukaryota,Viridiplantae,Chlorophyta,,,,,
ASV_2280,Eukaryota,,Discosea,unknown,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium minus
ASV_1050,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2420,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7235,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5098,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9133,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4545,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10004,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10217,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8087,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1865,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7109,Eukaryota,,unknown,Dinophyceae,,,,
ASV_5810,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4641,Eukaryota,,unknown,Dinophyceae,,,,
ASV_9571,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10103,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8190,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1697,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_6044,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_5284,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7067,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9969,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8281,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9795,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7954,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10008,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5774,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5560,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5150,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2704,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3604,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9517,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10117,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2819,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_3810,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_9458,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2264,Eukaryota,,unknown,Dinophyceae,,,,
ASV_3173,Eukaryota,,unknown,Dinophyceae,,,,
ASV_9452,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6786,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5194,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10137,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8069,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6702,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9955,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5442,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1780,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2730,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1802,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3625,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9405,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7456,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2418,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_3179,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_3090,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4784,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8317,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9811,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8133,Eukaryota,,,,,,,
ASV_1629,Eukaryota,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_9932,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10153,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_4578,Eukaryota,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_8122,Eukaryota,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_8199,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4671,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9908,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_190,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3801,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5073,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_159,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_9816,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4673,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_3252,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3791,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4129,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_5370,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_2918,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3583,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9804,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_917,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_434,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_329,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8332,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4892,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9885,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9524,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4856,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4851,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9886,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7192,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5418,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8370,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_8262,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8172,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3030,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4566,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4880,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5104,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5107,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_3008,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3332,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3846,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5157,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8304,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9950,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4326,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6682,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9930,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2530,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4100,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9711,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5433,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6161,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1153,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2792,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4098,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4261,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4332,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5181,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6164,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7118,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4802,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5040,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_4919,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5014,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6565,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3754,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5384,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4533,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_964,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1013,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1535,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9933,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2767,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1892,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2423,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9510,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10073,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9455,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7088,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9856,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp. ex Ceratium tripos
ASV_1372,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1427,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10224,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5238,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5639,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7103,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_4570,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8188,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9646,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9806,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9557,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1068,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2122,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5156,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10011,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6268,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5388,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2513,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3699,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4746,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5100,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9865,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4097,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4977,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2893,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5545,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_6242,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_8345,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6153,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_1446,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4904,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5803,Eukaryota,,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11261
ASV_7392,Eukaryota,,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11261
ASV_7140,Eukaryota,,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11261
ASV_7673,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4373,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6680,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8265,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9635,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1691,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4667,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10010,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4227,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9899,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp. ex Gymnodinium instriatum
ASV_10067,Eukaryota,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_645,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_2483,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
