"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"13107","ASV_8701",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium nemamethecum"
"13108","ASV_8702",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13109","ASV_8703",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium nemamethecum"
"13110","ASV_8704",NA,NA,"Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium minutum"
"13111","ASV_8705",NA,"Picozoa",NA,NA,NA,NA,NA
"13112","ASV_8706",NA,"Bacillariophyta","Mediophyceae","Triceratiales","Triceratiaceae","Triceratium","Triceratium pentacrinus"
"13113","ASV_8707",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13114","ASV_8708",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13115","ASV_8709",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13116","ASV_871",NA,NA,"Bigyra",NA,NA,NA,NA
"13117","ASV_8710",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13118","ASV_8711",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium aff. polylepis"
"13119","ASV_8712",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13120","ASV_8713",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"13121","ASV_8714",NA,NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium spirale"
"13122","ASV_8715",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"13123","ASV_8716",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13124","ASV_8717","Viridiplantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas parkeae"
"13125","ASV_8718",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13126","ASV_8719",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13127","ASV_872",NA,NA,NA,NA,NA,NA,NA
"13128","ASV_8720",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13129","ASV_8721",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia seriata"
"13130","ASV_8722",NA,NA,"Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa triquetra"
"13131","ASV_8723",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13132","ASV_8724",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia seriata"
"13133","ASV_8725",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13134","ASV_8726",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis rex"
"13135","ASV_8727",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"13136","ASV_8728",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13137","ASV_8729",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hispida"
"13138","ASV_873",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13139","ASV_8730",NA,"Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora beaufortiana"
"13140","ASV_8731",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hispida"
"13141","ASV_8732",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13142","ASV_8733",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13143","ASV_8734",NA,"Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora beaufortiana"
"13144","ASV_8735","Viridiplantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas parkeae"
"13145","ASV_8736",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13146","ASV_8737",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium aff. polylepis"
"13147","ASV_8738",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13148","ASV_8739",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Melosira arctica"
"13149","ASV_874",NA,NA,NA,NA,NA,NA,NA
"13150","ASV_8740",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13151","ASV_8741",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13152","ASV_8742",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"13153","ASV_8743",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hispida"
"13154","ASV_8744",NA,NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum micans"
"13155","ASV_8745",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13156","ASV_8746",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium nemamethecum"
"13157","ASV_8747",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13158","ASV_8748",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13159","ASV_8749",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13160","ASV_875",NA,NA,"Dinophyceae","Peridiniales","Ensiculiferaceae","Ensiculifera",NA
"13161","ASV_8750",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13162","ASV_8751",NA,"Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora commutata"
"13163","ASV_8752",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"13164","ASV_8753",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13165","ASV_8754",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13166","ASV_8755",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13167","ASV_8756",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Melosira arctica"
"13168","ASV_8757",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium nemamethecum"
"13169","ASV_8758",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13170","ASV_8759",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema",NA
"13171","ASV_876","Metazoa","Porifera","Demospongiae","Poecilosclerida","Mycalidae","Mycale","Mycale fibrexilis"
"13172","ASV_8760",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis antarctica"
"13173","ASV_8761",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13174","ASV_8762",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13175","ASV_8763",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13176","ASV_8764",NA,"Bacillariophyta","Fragilariophyceae","Fragilariales","Staurosiraceae","Plagiostriata","Plagiostriata goreensis"
"13177","ASV_8765",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia seriata"
"13178","ASV_8766",NA,"Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia",NA
"13179","ASV_8767",NA,NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum micans"
"13180","ASV_8768",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13181","ASV_8769",NA,"Picozoa","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas judraskeda"
"13182","ASV_877",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13183","ASV_8770",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13184","ASV_8771",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13185","ASV_8772",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13186","ASV_8773",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13187","ASV_8774",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13188","ASV_8775",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13189","ASV_8776",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium nemamethecum"
"13190","ASV_8777",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira",NA
"13191","ASV_8778",NA,"Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia",NA
"13192","ASV_8779",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13193","ASV_878",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13194","ASV_8780",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13195","ASV_8781",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13196","ASV_8782",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13197","ASV_8783",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis",NA
"13198","ASV_8784",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis rex"
"13199","ASV_8785",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13200","ASV_8786",NA,"Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia",NA
"13201","ASV_8787",NA,"Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia",NA
"13202","ASV_8788",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium aff. polylepis"
"13203","ASV_8789",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13204","ASV_879",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"13205","ASV_8790",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13206","ASV_8791",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13207","ASV_8792",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13208","ASV_8793",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13209","ASV_8794",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13210","ASV_8795",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13211","ASV_8796",NA,NA,"Dinophyceae","Suessiales",NA,NA,NA
"13212","ASV_8797",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13213","ASV_8798",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13214","ASV_8799",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13215","ASV_88",NA,"Cercozoa","Thecofilosea",NA,"Ebriacea","Ebria","Ebria tripartita"
"13216","ASV_880",NA,"Euglenozoa","Diplonemea",NA,"Diplonemidae","Diplonema",NA
"13217","ASV_8800",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros neogracilis"
"13218","ASV_8801",NA,"Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"13219","ASV_8802",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hispida"
"13220","ASV_8803",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13221","ASV_8804",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis antarctica"
"13222","ASV_8805",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13223","ASV_8806",NA,NA,"Dinophyceae","Suessiales",NA,NA,NA
"13224","ASV_8807",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13225","ASV_8808",NA,NA,"Dinophyceae","Suessiales",NA,NA,NA
"13226","ASV_8809",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13227","ASV_881",NA,"Haptophyta",NA,"Prymnesiales",NA,NA,NA
"13228","ASV_8810",NA,"Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Stephanodiscus",NA
"13229","ASV_8811",NA,"Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"13230","ASV_8812",NA,NA,"Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium minutum"
"13231","ASV_8813",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium aff. polylepis"
"13232","ASV_8814",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"13233","ASV_8815",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis antarctica"
"13234","ASV_8816",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13235","ASV_8817",NA,"Picozoa",NA,NA,NA,NA,NA
"13236","ASV_8818",NA,NA,"Dinophyceae","Suessiales",NA,NA,NA
"13237","ASV_8819",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hispida"
"13238","ASV_882",NA,NA,NA,NA,NA,NA,NA
"13239","ASV_8820",NA,NA,"Dinophyceae","Suessiales",NA,NA,NA
"13240","ASV_8821",NA,"Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia",NA
"13241","ASV_8822",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Melosira arctica"
"13242","ASV_8823",NA,"Haptophyta",NA,"Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium aff. polylepis"
"13243","ASV_8824",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13244","ASV_8825",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13245","ASV_8826",NA,"Bacillariophyta","Mediophyceae","Triceratiales","Triceratiaceae","Triceratium","Triceratium pentacrinus"
"13246","ASV_8827",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis rex"
"13247","ASV_8828",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13248","ASV_8829",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis rex"
"13249","ASV_883","Viridiplantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pterosperma","Pterosperma cristatum"
"13250","ASV_8830",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13251","ASV_8831",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra weissflogii"
"13252","ASV_8832",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis rex"
"13253","ASV_8833",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13254","ASV_8834",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13255","ASV_8835",NA,"Cercozoa",NA,NA,NA,NA,NA
"13256","ASV_8836",NA,NA,"Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya",NA
"13257","ASV_8837",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13258","ASV_8838",NA,NA,NA,NA,NA,NA,NA
"13259","ASV_8839",NA,NA,"Choanoflagellata","Acanthoecida","Stephanoecidae",NA,NA
"13260","ASV_884",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales",NA,NA,NA
"13261","ASV_8840",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13262","ASV_8841",NA,NA,"Dictyochophyceae","Florenciellales",NA,"Pseudochattonella","Pseudochattonella farcimen"
"13263","ASV_8842",NA,"Ciliophora","Spirotrichea",NA,"Strombidiidae",NA,NA
"13264","ASV_8843",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13265","ASV_8844",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13266","ASV_8845",NA,"Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora graeffeana"
"13267","ASV_8846",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13268","ASV_8847",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema",NA
"13269","ASV_8848","Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"13270","ASV_8849",NA,"Ciliophora","Spirotrichea",NA,"Strombidiidae",NA,NA
"13271","ASV_885",NA,NA,"Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Aureococcus",NA
"13272","ASV_8850",NA,"Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Protaspa",NA
"13273","ASV_8851",NA,"Cercozoa","Thecofilosea",NA,"Ebriacea",NA,NA
"13274","ASV_8852",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13275","ASV_8853",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13276","ASV_8854",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13277","ASV_8855",NA,"Cercozoa","Thecofilosea",NA,"Ebriacea",NA,NA
"13278","ASV_8856",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13279","ASV_8857",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13280","ASV_8858",NA,NA,"Bolidophyceae","Parmales",NA,NA,NA
"13281","ASV_8859",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13282","ASV_886",NA,NA,"Bigyra",NA,NA,NA,NA
"13283","ASV_8860",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia cf. cuspidata"
"13284","ASV_8861",NA,"Cercozoa","Thecofilosea",NA,"Ebriacea",NA,NA
"13285","ASV_8862",NA,NA,"Cryptophyceae","Cryptomonadales",NA,NA,NA
"13286","ASV_8863",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema",NA
"13287","ASV_8864",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13288","ASV_8865",NA,"Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"13289","ASV_8866",NA,NA,"Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos gravidus"
"13290","ASV_8867",NA,NA,"Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos furca"
"13291","ASV_8868",NA,NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium dominans"
"13292","ASV_8869",NA,NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme"
"13293","ASV_887","Metazoa","Arthropoda","Hexanauplia",NA,NA,NA,NA
"13294","ASV_8870",NA,NA,"Chrysophyceae",NA,NA,NA,NA
"13295","ASV_8871",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira delicatula"
"13296","ASV_8872",NA,NA,"Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya",NA
"13297","ASV_8873",NA,"Haptophyta",NA,NA,NA,NA,NA
"13298","ASV_8874",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13299","ASV_8875",NA,NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum",NA
"13300","ASV_8876",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13301","ASV_8877",NA,"Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"13302","ASV_8878",NA,"Bacillariophyta",NA,NA,NA,NA,NA
"13303","ASV_8879",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13304","ASV_888",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13305","ASV_8880",NA,"Haptophyta",NA,"Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA
"13306","ASV_8881",NA,NA,"Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos gravidus"
"13307","ASV_8882",NA,"Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"13308","ASV_8883",NA,"Ciliophora","Spirotrichea",NA,"Tontoniidae","Pseudotontonia",NA
"13309","ASV_8884",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13310","ASV_8885",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13311","ASV_8886",NA,NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum",NA
"13312","ASV_8887",NA,NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium",NA
"13313","ASV_8888",NA,"Haptophyta",NA,"Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina acantha"
"13314","ASV_8889",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13315","ASV_889",NA,NA,"Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium",NA
"13316","ASV_8890",NA,NA,"Choanoflagellata","Acanthoecida","Stephanoecidae",NA,NA
"13317","ASV_8891",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13318","ASV_8892",NA,"Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema",NA
"13319","ASV_8893",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13320","ASV_8894",NA,NA,"Chrysophyceae",NA,NA,NA,NA
"13321","ASV_8895",NA,"Ciliophora","Spirotrichea",NA,"Strombidiidae","Strombidium",NA
"13322","ASV_8896",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13323","ASV_8897",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13324","ASV_8898",NA,"Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"13325","ASV_8899",NA,NA,NA,NA,NA,NA,NA
"13326","ASV_89","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA
"13327","ASV_890",NA,"Apicomplexa",NA,NA,NA,NA,NA
"13328","ASV_8900","Metazoa","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Hormiphora",NA
"13329","ASV_8901",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13330","ASV_8902",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13331","ASV_8903",NA,"Ciliophora","Spirotrichea",NA,"Strombidiidae",NA,NA
"13332","ASV_8904",NA,NA,"Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos gravidus"
"13333","ASV_8905",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13334","ASV_8906",NA,"Ciliophora","Spirotrichea",NA,"Strombidiidae",NA,NA
"13335","ASV_8907",NA,NA,"Dictyochophyceae","Florenciellales",NA,"Pseudochattonella","Pseudochattonella farcimen"
"13336","ASV_8908",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13337","ASV_8909",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema",NA
"13338","ASV_891",NA,"Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae",NA,NA
"13339","ASV_8910","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Asterophlyctis","Asterophlyctis sarcoptoides"
"13340","ASV_8911","Viridiplantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas parkeae"
"13341","ASV_8912",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13342","ASV_8913",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13343","ASV_8914",NA,NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum micans"
"13344","ASV_8915",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia seriata"
"13345","ASV_8916",NA,"Haptophyta",NA,"Isochrysidales","Isochrysidaceae","Isochrysis","Isochrysis galbana"
"13346","ASV_8917",NA,"Haptophyta",NA,"Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis pouchetii"
"13347","ASV_8918",NA,"Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA
"13348","ASV_8919",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"13349","ASV_892",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros",NA
"13350","ASV_8920",NA,"Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Conticribra","Conticribra guillardii"
"13351","ASV_8921",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Melosira arctica"
"13352","ASV_8922",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13353","ASV_8923",NA,NA,"Dinophyceae",NA,NA,NA,NA
"13354","ASV_8924",NA,"Haptophyta",NA,"Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina acantha"
"13355","ASV_8925",NA,"Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"13356","ASV_8926",NA,"Bacillariophyta",NA,NA,NA,NA,NA
