ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_187,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_1710,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,
ASV_2980,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,
ASV_2489,Viridiplantae,Chlorophyta,,,,,
ASV_1825,Viridiplantae,Chlorophyta,,,,,
ASV_2847,Viridiplantae,Chlorophyta,,,,,
ASV_833,Viridiplantae,Chlorophyta,,,,,
ASV_2578,Viridiplantae,Chlorophyta,,,,,
ASV_3730,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,
ASV_4222,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,
ASV_2978,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_5218,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_3301,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_5539,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_5818,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_4298,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_3489,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_6080,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_4765,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_10167,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_4143,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix sp. MBIC10709
ASV_2844,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV_4952,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV_6119,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV_6402,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV_1101,Viridiplantae,Chlorophyta,,,,,
ASV_65,Viridiplantae,Chlorophyta,,,,,
ASV_78,Viridiplantae,Chlorophyta,,,,,
ASV_1038,Viridiplantae,Chlorophyta,,,,,
ASV_7892,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,
ASV_5612,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_6397,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Viscaceae,Arceuthobium,
ASV_7342,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Viscaceae,Arceuthobium,
ASV_4944,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_6688,Viridiplantae,Chlorophyta,,,,,
ASV_2436,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,Phyllospadix,Phyllospadix iwatensis
ASV_9647,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,,
ASV_2669,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina
ASV_2786,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,,
ASV_9978,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,,
ASV_883,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_1536,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_3437,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_4280,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_9606,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_4897,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_3946,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_9416,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Cymbomonas,Cymbomonas tetramitiformis
ASV_5756,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,Parietaria judaica
ASV_2159,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,,,
ASV_5154,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,,
ASV_6514,Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,
ASV_9733,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_5611,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna angularis
ASV_9863,Viridiplantae,Streptophyta,Bryopsida,Funariales,Funariaceae,,
ASV_6261,,unknown,Dinophyceae,Gymnodiniales,Tovelliaceae,Esoptrodinium,Esoptrodinium sp. HP
ASV_2143,,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium claudicans
ASV_5069,,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group I DH147-EKD18
ASV_3502,,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group I DH147-EKD18
ASV_1996,,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group I DH147-EKD18
ASV_5219,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_312,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_3798,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_3078,,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium depressum
ASV_403,,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium depressum
ASV_1913,,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium depressum
ASV_3200,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_4611,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_339,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_5375,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_8114,,unknown,Centroplasthelida,Pterocystida,unknown,Oxnerella,Oxnerella micra
ASV_8266,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,Pterocystis sp. JJP-2003
ASV_7821,,unknown,Centroplasthelida,Pterocystida,unknown,Oxnerella,Oxnerella micra
ASV_7403,,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,
ASV_8378,,Haptophyta,,,,,
ASV_4475,,Haptophyta,unknown,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_8255,,Haptophyta,unknown,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_457,,Bacillariophyta,Mediophyceae,,,,
ASV_10202,,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,
ASV_5907,,Haptophyta,,,,,
ASV_5898,,Haptophyta,,,,,
ASV_8276,,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,
ASV_2345,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neochondria,Neochondria nidifica
ASV_6275,,Bacillariophyta,Bacillariophyceae,,,,
ASV_9864,,Haptophyta,,,,,
ASV_4731,,Haptophyta,unknown,Prymnesiales,,,
ASV_1793,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_3096,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_9786,,unknown,Centroplasthelida,Pterocystida,Pterocystidae,Pterocystis,
ASV_7141,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_852,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_1391,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_277,,Haptophyta,unknown,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. NIES-1333
ASV_8375,,unknown,Cryptophyceae,unknown,unknown,unknown,Cryptophyta sp. CR-MAL03
ASV_6125,Viridiplantae,Chlorophyta,Mamiellophyceae,,,,
ASV_2142,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_2654,,Ciliophora,,,,,
ASV_5788,,Ciliophora,,,,,
ASV_4960,,Ciliophora,,,,,
ASV_7208,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,Askenasia sp. LWW2010032604
ASV_7765,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,Askenasia sp. LWW2010032604
ASV_5909,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_1006,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_4752,,Ciliophora,unknown,unknown,unknown,unknown,Ciliate sp. NCMS0601
ASV_10184,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2870,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_602,Viridiplantae,Chlorophyta,,,,,
ASV_1226,Viridiplantae,Chlorophyta,,,,,
ASV_2708,Viridiplantae,Chlorophyta,,,,,
ASV_9431,Viridiplantae,Chlorophyta,,,,,
ASV_1074,Viridiplantae,Chlorophyta,,,,,
ASV_3591,Viridiplantae,Chlorophyta,,,,,
ASV_2738,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_4057,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_5176,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,,
ASV_4961,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_1522,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_1692,Viridiplantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,Nephroselmis pyriformis
ASV_146,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_7048,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_1339,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,
ASV_1221,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KB-CR05
ASV_4808,,Endomyxa,unknown,Vampyrellida,,,
ASV_1109,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_4623,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_6489,,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_9708,,Endomyxa,unknown,Vampyrellida,Vampyrellidae,,
ASV_8170,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,,
ASV_3433,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6122,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3987,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_1192,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_4546,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_4954,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1287,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_7153,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_5494,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_410,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_1020,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_414,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_597,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_182,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_743,,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,
ASV_2762,,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11011
ASV_6454,,Endomyxa,unknown,Vampyrellida,Vampyrellidae,,
ASV_8271,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,,
ASV_513,,unknown,Dinophyceae,Syndiniales,,,
ASV_757,,unknown,Dinophyceae,Syndiniales,,,
ASV_4450,,unknown,Dinophyceae,Syndiniales,,,
ASV_5644,,unknown,Dinophyceae,Syndiniales,,,
ASV_10165,Viridiplantae,Chlorophyta,,,,,
ASV_2280,,Discosea,unknown,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium minus
ASV_1050,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2420,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7235,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5098,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9133,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4545,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10004,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10217,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8087,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1865,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7109,,unknown,Dinophyceae,,,,
ASV_5810,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4641,,unknown,Dinophyceae,,,,
ASV_9571,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10103,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8190,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1697,,unknown,Dinophyceae,Syndiniales,,,
ASV_6044,,unknown,Dinophyceae,Syndiniales,,,
ASV_5284,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7067,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9969,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8281,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9795,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7954,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10008,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5774,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5560,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5150,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2704,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3604,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9517,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10117,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2819,,unknown,Dinophyceae,Syndiniales,,,
ASV_3810,,unknown,Dinophyceae,Syndiniales,,,
ASV_9458,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2264,,unknown,Dinophyceae,,,,
ASV_3173,,unknown,Dinophyceae,,,,
ASV_9452,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6786,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5194,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10137,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8069,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6702,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9955,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5442,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1780,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2730,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1802,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3625,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9405,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7456,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2418,,unknown,Dinophyceae,Syndiniales,,,
ASV_3179,,unknown,Dinophyceae,Syndiniales,,,
ASV_3090,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4784,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8317,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9811,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1629,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_9932,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10153,,unknown,Dinophyceae,Syndiniales,,,
ASV_4578,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_8122,,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Ellobiopsis,Ellobiopsis chattonii
ASV_8199,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4671,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9908,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_190,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3801,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5073,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_159,,unknown,Dinophyceae,Syndiniales,,,
ASV_9816,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4673,,unknown,Dinophyceae,Syndiniales,,,
ASV_3252,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3791,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4129,,unknown,Dinophyceae,Syndiniales,,,
ASV_5370,,unknown,Dinophyceae,Syndiniales,,,
ASV_2918,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3583,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9804,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_917,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_434,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_329,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8332,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4892,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9885,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9524,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4856,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4851,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9886,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7192,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5418,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8370,,unknown,Dinophyceae,Syndiniales,,,
ASV_8262,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8172,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3030,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4566,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4880,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5104,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5107,,unknown,Dinophyceae,Syndiniales,,,
ASV_3008,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3332,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3846,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5157,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_8304,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9950,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4326,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6682,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9930,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2530,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4100,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9711,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5433,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6161,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1153,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2792,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4098,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4261,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4332,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5181,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6164,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7118,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4802,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5040,,unknown,Dinophyceae,Syndiniales,,,
ASV_4919,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5014,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_6565,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_3754,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5384,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_4533,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_964,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1013,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1535,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9933,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2767,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1892,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_2423,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9510,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10073,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9455,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7088,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_9856,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp. ex Ceratium tripos
ASV_1372,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_1427,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_10224,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5238,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_5639,,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7103,,unknown,Dinophyceae,Syndiniales,,,
