ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_4140,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,,
ASV_6287,,unknown,Bigyra,,,,
ASV_781,,unknown,Cryptophyceae,,,,
ASV_1377,,unknown,Cryptophyceae,,,,
ASV_5566,,unknown,Cryptophyceae,,,,
ASV_2410,,unknown,Cryptophyceae,,,,
ASV_8083,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_751,,unknown,Cryptophyceae,unknown,unknown,unknown,Cryptophyta sp. CR-MAL03
ASV_1055,,unknown,Cryptophyceae,unknown,unknown,unknown,Cryptophyta sp. CR-MAL03
ASV_3444,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas abbreviata
ASV_4285,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas abbreviata
ASV_6213,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,,
ASV_68,,unknown,Cryptophyceae,,,,
ASV_335,,unknown,Cryptophyceae,,,,
ASV_456,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_663,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_73,,unknown,Cryptophyceae,,,,
ASV_141,,unknown,Cryptophyceae,,,,
ASV_1258,,unknown,Cryptophyceae,,,,
ASV_1808,,unknown,Cryptophyceae,,,,
ASV_185,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_198,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_2939,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_1728,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis cryptochromatica
ASV_471,,unknown,Cryptophyceae,,,,
ASV_867,,unknown,Cryptophyceae,,,,
ASV_162,,unknown,Cryptophyceae,,,,
ASV_178,,unknown,Cryptophyceae,,,,
ASV_6110,,unknown,Cryptophyceae,,,,
ASV_235,,unknown,Cryptophyceae,,,,
ASV_528,,unknown,Cryptophyceae,,,,
ASV_2909,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,
ASV_4165,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,
ASV_5188,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ASV_2099,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
