ASV,domain,kingdom,supergroup,division,subdivision,class,order,family,genus,species
ASV_25,Eukaryota,unassigned,unassigned,Ciliophora,unassigned,Spirotrichea,unassigned,Strombidiidae,Strombidium,Strombidium_caudispina
ASV_26,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_polaris
ASV_27,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_28,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_micans
ASV_29,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,Spiniferites,Spiniferites_ramosus
ASV_30,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_curviseriata
ASV_31,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_32,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum
ASV_33,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Anomalocera,Anomalocera_patersoni
ASV_34,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_35,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_36,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_37,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_38,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Cyclopoida,Oithonidae,unassigned,unassigned
ASV_39,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Calanidae,unassigned,unassigned
ASV_40,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.
ASV_41,Eukaryota,unassigned,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,unassigned
ASV_42,Eukaryota,unassigned,unassigned,Haptista,unassigned,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,unassigned
ASV_43,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_44,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,unassigned
ASV_45,Eukaryota,unassigned,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis_galbana
ASV_46,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,unassigned
ASV_47,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_48,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_gracilis
ASV_49,Eukaryota,unassigned,unassigned,Prymnesiophyceae,unassigned,Prymnesiophyceae,Prymnesiales,Prymnesiales,Prymnesium,Prymnesium_parvum
ASV_50,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_51,Eukaryota,unassigned,unassigned,Cercozoa,unassigned,Thecofilosea,unassigned,Ebriacea,Ebria,Ebria_tripartita
ASV_52,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_53,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus
ASV_54,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,Oikopleura,unassigned
ASV_55,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus_parvus
ASV_56,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus_polymorphus
ASV_57,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,unassigned,unassigned,unassigned
ASV_58,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,unassigned,Pyramimonadales,unassigned,Pyramimonas,Pyramimonas_parkeae
ASV_59,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Mamiellophyceae,Mamiellales,Mamiellales,Micromonas,uncultured_eukaryote
ASV_60,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_commoda_A2
ASV_61,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_62,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_63,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_64,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,unassigned,unassigned,unassigned
ASV_65,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_lucimarinus
ASV_66,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,Gymnodiniphycidae,Gymnodiniphycidae,Gyrodinium,unassigned
ASV_67,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,Dinophyceae_sp._UDMS0803
ASV_68,Eukaryota,unassigned,unassigned,unassigned,unassigned,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_69,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_70,Eukaryota,unassigned,unassigned,Mollusca,unassigned,Bivalvia,Mytiloida,Mytilidae,Mytilus,unassigned
ASV_71,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_72,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,unassigned
ASV_73,Eukaryota,unassigned,unassigned,unassigned,unassigned,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_74,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_75,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_76,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,unassigned
ASV_77,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,phototrophic_eukaryote
ASV_78,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_79,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,unassigned
ASV_80,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_81,Eukaryota,unassigned,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,unassigned,unassigned,unassigned,unassigned
ASV_82,Eukaryota,unassigned,unassigned,Bryozoa,unassigned,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,unassigned
ASV_83,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme
ASV_84,Eukaryota,unassigned,unassigned,Prymnesiophyceae,unassigned,Prymnesiophyceae,Isochrysidales,Isochrysidales,Emiliania,Emiliania_huxleyi
ASV_85,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,Musculus,Musculus_cupreus
ASV_86,Eukaryota,unassigned,unassigned,Prymnesiophyceae,unassigned,Prymnesiophyceae,Isochrysidales,Isochrysidales,Isochrysis,Isochrysis_galbana
ASV_87,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens
ASV_88,Eukaryota,unassigned,unassigned,Cercozoa,unassigned,Thecofilosea,unassigned,Ebriacea,Ebria,Ebria_tripartita
ASV_89,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos
ASV_90,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus_elongatus
ASV_91,Eukaryota,unassigned,unassigned,Mollusca,unassigned,Gastropoda,Heterobranchia,Heterobranchia,Heterobranchia,unassigned
ASV_92,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,unassigned
ASV_93,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_94,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,Dinophyceae_sp._CCMP1878
ASV_95,Eukaryota,unassigned,unassigned,Tunicata,unassigned,Appendicularia,Copelata,Oikopleuridae,Oikopleuridae,Oikopleura_sp.
ASV_96,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Annelida,Annelida_X,Annelida_XX,Capitella,Capitella_teleta
ASV_97,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,unassigned
ASV_98,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,Dissodinium_pseudolunula
ASV_99,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_nemamethecum
ASV_100,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unassigned,unassigned
ASV_101,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania_huxleyi
ASV_102,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens
ASV_103,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_104,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Pseudocalanus,Pseudocalanus_elongatus
ASV_105,Eukaryota,unassigned,unassigned,Haptista,unassigned,Haptophyta,Isochrysidales,Noelaerhabdaceae,unassigned,unassigned
ASV_106,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,unassigned
ASV_107,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_108,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned
ASV_109,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Maxillopoda,Cyclopoida,Cyclopoida,Cyclopoida,unassigned
ASV_110,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,unassigned,unassigned
ASV_111,Eukaryota,unassigned,unassigned,Diatomea,unassigned,Mediophyceae,Mediophyceae,Mediophyceae,Thalassiosira,Conticribra_weissflogii
ASV_112,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minidiscus,Minidiscus_sp.
ASV_113,Eukaryota,unassigned,unassigned,Ctenophora,unassigned,Tentaculata,Cydippida,unassigned,unassigned,unassigned
ASV_114,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Prasinophytae,Prasinophytae,Prasinophytae,Prasinophytae,Pyramimonas_parkeae
ASV_115,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_116,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Plagiostriata,Plagiostriata_goreensis
ASV_117,Eukaryota,unassigned,unassigned,Bryozoa,unassigned,Gymnolaemata,Cheilostomatida,unassigned,unassigned,unassigned
ASV_118,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona_sp._Roadstead_of_Brest
ASV_119,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
ASV_120,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,unassigned,unassigned,unassigned
ASV_121,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_122,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_davisae
ASV_123,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,unassigned,unassigned,unassigned
ASV_124,Eukaryota,unassigned,unassigned,Diatomea,unassigned,Mediophyceae,Mediophyceae,Mediophyceae,Chaetoceros,unassigned
ASV_125,Eukaryota,unassigned,unassigned,Prymnesiophyceae,unassigned,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Phaeocystis,Phaeocystis_globosa
ASV_126,Eukaryota,unassigned,unassigned,Diatomea,unassigned,Coscinodiscophytina,Coscinodiscophytina,Melosirids,Melosira,uncultured_stramenopile
ASV_127,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae
ASV_128,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_129,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_130,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_131,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcus,Pycnococcus_provasolii
ASV_132,Eukaryota,unassigned,unassigned,Ciliophora,unassigned,Intramacronucleata,Spirotrichea,unassigned,unassigned,unassigned
ASV_133,Eukaryota,unassigned,Archaeplastida,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXXX,Picozoa_XXXXX_sp.
ASV_134,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_135,Eukaryota,unassigned,unassigned,Mollusca,unassigned,Bivalvia,Mytiloida,Mytiloida,Mytiloida,Mytilus_edulis
ASV_136,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia_seriata
ASV_137,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
ASV_138,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Mediophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus,Arcocellulus_cornucervis
ASV_139,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_140,Eukaryota,unassigned,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Plagioselmis,Plagioselmis_prolonga
ASV_141,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,Alexandrium_minutum
ASV_142,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_143,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,unassigned
ASV_144,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,unassigned
ASV_145,Eukaryota,unassigned,unassigned,Cryptophyceae,unassigned,Cryptophyceae,Cryptomonadales,Cryptomonadales,Teleaulax,metagenome
ASV_146,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned
ASV_147,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Calanoida,Centropagidae,Centropages,unassigned
ASV_148,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_major
ASV_149,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium_minutum
ASV_150,Eukaryota,unassigned,unassigned,Mollusca,unassigned,Bivalvia,Ostreoida,Ostreidae,Lopha,Lopha_cristagalli
ASV_151,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,uncultured_eukaryote
ASV_152,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Mamiellophyceae,Mamiellales,Mamiellales,unassigned,unassigned
ASV_153,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Biddulphia,Biddulphia_sp.
ASV_154,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned
ASV_155,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.
ASV_156,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,Gonyaulacales,Gonyaulacales,Neoceratium,uncultured_eukaryote
ASV_157,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1A,MAST-1A_sp.
ASV_158,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_159,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya_sp._ex_Prorocentrum_micans
ASV_160,Eukaryota,unassigned,unassigned,Bryozoa,unassigned,Gymnolaemata,Cheilostomatida,Membraniporidae,unassigned,unassigned
ASV_161,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,unassigned
ASV_162,Eukaryota,unassigned,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_acuta
ASV_163,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,Acantharian_sp._6201
ASV_164,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.
ASV_165,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_166,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_167,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,Gonyaulacales,Gonyaulacales,Alexandrium,unassigned
ASV_168,Eukaryota,unassigned,unassigned,Prymnesiophyceae,unassigned,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Phaeocystis,Phaeocystis_globosa
ASV_169,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_170,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,Pseudo-nitzschia_seriata
ASV_171,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae
ASV_172,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,Gonyaulacales,Gonyaulacales,Neoceratium,uncultured_eukaryote
ASV_173,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_174,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_175,Eukaryota,unassigned,unassigned,Diatomea,unassigned,Mediophyceae,Mediophyceae,Mediophyceae,Arcocellulus,unassigned
ASV_176,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.
ASV_177,Eukaryota,unassigned,unassigned,Dinoflagellata,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_178,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_179,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Mamiellophyceae,unassigned,unassigned,unassigned,unassigned
ASV_180,Eukaryota,unassigned,unassigned,unassigned,unassigned,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_181,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_hispida
ASV_182,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
ASV_183,Eukaryota,unassigned,unassigned,Mollusca,unassigned,Bivalvia,Mytiloida,Mytiloida,Mytiloida,Musculus_discors
ASV_184,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,unassigned
ASV_185,Eukaryota,unassigned,unassigned,unassigned,unassigned,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax_amphioxeia
ASV_186,Eukaryota,unassigned,Archaeplastida,Chlorophyta,unassigned,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_parkeae
ASV_187,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Choreotrichida_X,Choreotrichida_XX,Choreotrichida_XX_sp.
ASV_188,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_189,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Hexanauplia,Harpacticoida,Euterpinidae,Euterpina,Euterpina_acutifrons
ASV_190,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
